"Date","Rang","Plat"
"22/03/2017",2,"Boulettes de boeuf* sauce au poivre"
"22/03/2017",3,"Carottes"
"22/03/2017",5,"Morbier"
"22/03/2017",6,"Tarte normande aux pommes"
"23/03/2017",1,"Choux blancs bio° à la mimolette"
"23/03/2017",2,"Rôti de dinde au jus"
"23/03/2017",3,"Pommes rissolées"
"23/03/2017",6,"Flan au chocolat"
"24/03/2017",1,"Endives / demi oeuf bio°"
"24/03/2017",2,"Galette de soja  tomate / basilic et sauce tomate"
"24/03/2017",3,"Pâtes bio"
"24/03/2017",6,"Yaourt aux fruits mixés"
"27/03/2017",1,"Guacamole  et tortillas"
"27/03/2017",2,"Haché de poulet*"
"27/03/2017",3,"Petits pois"
"27/03/2017",6,"Gâteau marbré au chocolat"
"27/03/2017",8,"Lait bio"
"28/03/2017",1,"Salade verte au surimi"
"28/03/2017",2,"Sauté de porc bio aux pruneaux"
"28/03/2017",3,"Pommes vapeur bio"
"28/03/2017",6,"Crème dessert caramel"
"29/03/2017",1,"Carottes râpées bio"
"29/03/2017",2,"Poisson meunière"
"29/03/2017",3,"Ratatouille/blé bio"
"29/03/2017",5,"Edam"
"29/03/2017",6,"Orange"
"30/03/2017",1,"Mousse de foie bio"
"30/03/2017",2,"Rôti de boeuf*"
"30/03/2017",3,"Gratinée de légumes (pdt, carottes, brocolis)"
"30/03/2017",5,"Tomme blanche"
"30/03/2017",6,"Pomme bio°"
"31/03/2017",1,"Betteraves"
"31/03/2017",2,"Filet de lieu au beurre blanc"
"31/03/2017",3,"Riz basmati"
"31/03/2017",5,"Fromage Le Mouillotin"
"31/03/2017",6,"Kiwi bio°"
"03/04/2017",1,"Radis"
"03/04/2017",2,"sauce au poivre"
"03/04/2017",2,"Escalope de dinde"
"03/04/2017",3,"Gratin dauphinois"
"03/04/2017",6,"Yaourt  fermier  bio°"
"04/04/2017",8,"menu depannage "
"05/04/2017",1,"Betteraves"
"05/04/2017",2,"Rôti de porc à la moutarde"
"05/04/2017",3,"Lentilles bio"
"05/04/2017",5,"Camembert"
"05/04/2017",6,"Kiwi bio°"
"06/04/2017",1,"Concombres"
"06/04/2017",2,"Emincé de boeuf* thaï"
"06/04/2017",3,"Carottes"
"06/04/2017",5,"Fromage Belle de Nantes°"
"06/04/2017",6,"Tarte au citron"
"07/04/2017",1,"Taboulé"
"07/04/2017",2,"Poisson meunière"
"07/04/2017",3,"Courgettes à la tomate"
"07/04/2017",5,"Crème de gruyère"
"07/04/2017",6,"Banane"
"10/04/2017",1,"Tarte au fromage "
"10/04/2017",2,"Jambon fumé "
"10/04/2017",3,"Petits pois maraîcher"
"10/04/2017",5,"Edam"
"10/04/2017",6,"Pomme bio°"
"11/04/2017",1,"Choux rouges bio° à la mimolette"
"11/04/2017",2,"Chili con carné * / Riz"
"11/04/2017",6,"Crème dessert lait et chocolat"
"12/04/2017",1,"Salade carnaval (mais, tomates, concombres) "
"12/04/2017",2,"Poulet fermier "
"12/04/2017",3,"Haricots verts/haricots beurre"
"12/04/2017",5,"Fromage Chanteneige"
"12/04/2017",6,"Fraises"
"12/04/2017",8,"Ketchup"
"13/04/2017",1,"carottes râpées"
"13/04/2017",2,"Poisson sauce au poivre rose"
"13/04/2017",3,"Pommes vapeur bio"
"13/04/2017",6,"Crème dessert caramel"
"14/04/2017",1,"Mousse de foie bio"
"14/04/2017",2,"Tortilla aux pommes de terre"
"14/04/2017",3,"Epinards à la crème"
"14/04/2017",5,"Saint-Nectaire"
"14/04/2017",6,"Banane"
"18/04/2017",1,"Roulé au fromage"
"18/04/2017",2,"Pilon de poulet confit"
"18/04/2017",3,"Ratatouille"
"18/04/2017",5,"Chèvre"
"18/04/2017",6,"Salade de fruits frais (ananas, pastèque, melon, pomme, ora)"
"19/04/2017",1,"Tomates cerise"
"19/04/2017",2,"Sauté de porc BBC°"
"19/04/2017",3,"Pommes noisettes"
"19/04/2017",6,"Fromage blanc / miel"
"20/04/2017",1,"Salade coleslaw"
"20/04/2017",2,"Rôti de boeuf* fermier"
"20/04/2017",3,"Pâtes bio"
"20/04/2017",6,"Yaourt aromatisé"
"21/04/2017",1,"Concombres"
"21/04/2017",2,"Poisson meunière"
"21/04/2017",3,"Carottes à la béchamel"
"21/04/2017",5,"Emmental"
"21/04/2017",6,"Eclair au chocolat"
"24/04/2017",1,"Tarte au fromage "
"24/04/2017",2,"Haché de poulet*"
"24/04/2017",3,"Poêlée de légumes (carottes, haricots verts, pdt, brocolis)"
"24/04/2017",6,"Purée de pommes bio°"
"24/04/2017",8,"Ketchup"
"25/04/2017",1,"Salade de pâtes Napoli"
"25/04/2017",2,"Poisson pané"
"25/04/2017",3,"Purée de légumes verts"
"25/04/2017",5,"Tomme noire"
"25/04/2017",6,"Banane"
"26/04/2017",1,"Salade verte aux noix"
"26/04/2017",2,"Boeuf* bourguignon"
"26/04/2017",3,"Salsifis"
"26/04/2017",5,"Fromage Chanteneige"
"26/04/2017",6,"Tarte aux pommes"
"27/04/2017",1,"Choux blanc rape et des de chevre"
"27/04/2017",2,"Sauté de veau* sauce aigre douce"
"27/04/2017",3,"Frites"
"27/04/2017",6,"Flan caramel"
"28/04/2017",1,"Salade douceur / demi-oeuf"
"28/04/2017",2,"Dhal de lentilles bio°"
"28/04/2017",3,"Riz basmati"
"28/04/2017",6,"Petit suisses aromatisés"
"02/05/2017",1,"Taboulé"
"02/05/2017",2,"Saucisses de porc bio"
"02/05/2017",3,"Marmelade de pommes"
"02/05/2017",6,"Fromage blanc / Coulis de fruits rouges"
"03/05/2017",1,"Betteraves"
"03/05/2017",2,"Poisson meunière"
"03/05/2017",3,"Ratatouille / ble bio"
"03/05/2017",5,"Saint-Paulin "
"03/05/2017",6,"Kiwi bio°"
"04/05/2017",1,"Rillettes de thon et citron"
"04/05/2017",2,"Rôti de boeuf* sauce au poivre"
"04/05/2017",3,"Gratin de choux fleurs"
"04/05/2017",5,"Edam"
"04/05/2017",6,"Compote de pommes / biscuit"
"05/05/2017",1,"Radis"
"05/05/2017",2,"Parmentier de poisson  "
"05/05/2017",3,"Salade verte"
"05/05/2017",6,"Yaourt aux fruits mixés"
"09/05/2017",1,"Melon"
"09/05/2017",2,"Pâtes à la bolognaise° et gruyère râpé"
"09/05/2017",6,"Yaourt fermier bio°° / Abricots secs"
"10/05/2017",1,"Salade coleslaw"
"10/05/2017",2,"Jambon fumé "
"10/05/2017",3,"Gratin dauphinois"
"10/05/2017",5,"Saint-Nectaire"
"10/05/2017",6,"Cocktail de fruits au sirop"
"11/05/2017",1,"Salade verte aux dés de chèvre "
"11/05/2017",2,"Emincé de boeuf* thaï"
"11/05/2017",3,"Poêlée de légumes"
"11/05/2017",6,"Beignet aux pommes"
"11/05/2017",8,"Lait bio"
"12/05/2017",1,"Roulé au fromage"
"12/05/2017",2,"Omelette bio"
"12/05/2017",3,"Ratatouille"
"12/05/2017",5,"Camembert"
"12/05/2017",6,"Banane"
"15/05/2017",1,"Pizza au fromage"
"15/05/2017",2,"Sauté de porc BBC°"
"15/05/2017",3,"Petits pois"
"15/05/2017",5,"Crème de gruyère"
"15/05/2017",6,"Salade de fruits frais (ananas, pastèque, melon, pomme, ora)"
"16/05/2017",1,"Carottes râpées bio"
"16/05/2017",2,"Lasagnes* napolitaines"
"16/05/2017",6,"Biscuit petit palmier "
"16/05/2017",6," -"
"17/05/2017",1,"Crêpe au fromage"
"17/05/2017",2,"Filet de poulet"
"17/05/2017",3,"Courgettes bio à la tomate "
"17/05/2017",5,"Chèvre"
"17/05/2017",6,"Banane"
"18/05/2017",2,"Burger à l'émincé de dinde"
"18/05/2017",3,"Salade douceur (garniture) 500g"
"18/05/2017",3,"Frites"
"18/05/2017",6,"Fromage blanc et sirop d'érable"
"19/05/2017",1,"Salade de riz estivale (riz, tomates, concombres)"
"19/05/2017",2,"Filet de lieu au beurre blanc"
"19/05/2017",3,"Epinards à la crème"
"19/05/2017",6,"Fraises"
"19/05/2017",8,"Lait bio"
"22/05/2017",1,"Melon"
"22/05/2017",2,"Jambon fumé "
"22/05/2017",3,"Ratatouille"
"22/05/2017",5,"Crème de gruyère"
"22/05/2017",6,"Fondant au chocolat"
"23/05/2017",1,"Batonnets de concombres sauce crème"
"23/05/2017",2,"Boulettes de boeuf* en tajine"
"23/05/2017",3,"Semoule bio aux raisons et amandes"
"23/05/2017",6,"Crème dessert caramel"
"24/05/2017",1,"Céleri rémoulade bio"
"24/05/2017",2,"Sauté de canard sauce maraichère"
"24/05/2017",3,"Purée de pommes de terre"
"24/05/2017",6,"Semoule au lait au chocolat"
"24/05/2017",6,"Fraises"
"29/05/2017",1,"Salade de pâtes Napoli"
"29/05/2017",2,"Poisson meunière"
"29/05/2017",3,"Flan de courgettes bio°"
"29/05/2017",5,"Camembert"
"29/05/2017",6,"Salade de fruits frais (ananas, pastèque, melon, pomme, ora)"
"30/05/2017",1,"Gaspacho / croûtons"
"30/05/2017",2,"Escalope de dinde"
"30/05/2017",3,"Gratin de choux fleurs"
"30/05/2017",5,"Cantal"
"30/05/2017",6,"Banane"
"31/05/2017",1,"Salade verte à la mimolette"
"31/05/2017",2,"Saucisses de porc bio"
"31/05/2017",3,"Petits pois"
"31/05/2017",6,"Tarte normande aux pommes"
"01/06/2017",1,"Concombres"
"01/06/2017",2,"Sauté de veau* sauce printanière"
"01/06/2017",3,"Pâtes semi-complètes bio"
"01/06/2017",6,"Yaourt aromatisé"
"02/06/2017",1,"Radis bio"
"02/06/2017",2,"Galette de soja tomate/basilic et sauce tomate"
"02/06/2017",3,"Lentilles bio"
"02/06/2017",6,"yaourt fermier bio° et fraises"
"06/06/2017",1,"Tarte au fromage "
"06/06/2017",2,"Paupiette de volaille à la moutarde"
"06/06/2017",3,"Haricots verts/haricots beurre"
"06/06/2017",6,"Cocktail de fruits au sirop"
"07/06/2017",1,"Melon"
"07/06/2017",2,"Poisson beurre citronné"
"07/06/2017",3,"Gratinée de légumes (pdt, carottes, brocolis)"
"07/06/2017",5,"Crème de gruyère"
"07/06/2017",6,"Yaourt au citron BBC°"
"08/06/2017",1,"Salade verte au surimi"
"08/06/2017",2,"Timbale de pâtes aux lardons "
"08/06/2017",6,"Petits suisses aromatisés"
"09/06/2017",1,"Salade de tomates"
"09/06/2017",2,"Paëlla au poisson"
"09/06/2017",5,"Fromage bio"
"09/06/2017",6,"Nectarine"
"12/06/2017",1,"Salade verte aux dés de gruyère"
"12/06/2017",2,"Chili con carne* "
"12/06/2017",6,"Yaourt aux fruits mixés"
"13/06/2017",1,"Radis"
"13/06/2017",2,"Rôti de boeuf*"
"13/06/2017",3,"Purée de légumes verts"
"13/06/2017",5,"Saint-Nectaire"
"13/06/2017",6,"Eclair au chocolat"
"14/06/2017",1,"Tomates"
"14/06/2017",2,"Sauté de porc° sauce forestière"
"14/06/2017",3,"Pâtes bio et gruyère râpé"
"14/06/2017",5,"Tomme noire"
"14/06/2017",6,"Fraises"
"15/06/2017",1,"Choux rouge bio au thon"
"15/06/2017",2,"Poulet fermier d'Ancenis"
"15/06/2017",3,"Pommes rissolées"
"15/06/2017",6,"Île flottante"
"15/06/2017",6," -"
"16/06/2017",1,"Roulé au fromage"
"16/06/2017",2,"Filet de lieu sauce verdurette"
"16/06/2017",3,"Carottes bio°"
"16/06/2017",5,"Mimolette"
"16/06/2017",6,"Abricots "
"19/06/2017",1,"Gaspacho / croûtons"
"19/06/2017",2,"Saucisses de porc bio"
"19/06/2017",3,"Poêlée de légumes (carottes, haricots verts, pdt, brocolis)"
"19/06/2017",5,"Tomme blanche"
"19/06/2017",6,"Nectarine"
"20/06/2017",1,"Melon"
"20/06/2017",2,"Salade composée au mini farballes et thon (pâtes, thon maïs)"
"20/06/2017",5,"Fromage de chèvre frais"
"20/06/2017",6,"Macarons aux fruits"
"21/06/2017",1,"Pâté bio°"
"21/06/2017",2,"Grignottes de poulet"
"21/06/2017",3,"Carottes rapées"
"21/06/2017",6,"Biscuit Petit Lu"
"21/06/2017",6,"Yaourt à boire"
"22/06/2017",1,"Salade douceur aux pignons de pin et féta"
"22/06/2017",2,"Saute de veau bio*° au citron"
"22/06/2017",3,"Purée de pommes de terre"
"22/06/2017",6,"Fraises à la chantilly"
"23/06/2017",1,"Crêpe tomate / mozzarella bio"
"23/06/2017",2,"Tortilla aux pommes de terre"
"23/06/2017",3,"Courgettes bio à la tomate"
"23/06/2017",5,"Fromage Belle de Nantes°"
"23/06/2017",6,"Fruit de saison"
"26/06/2017",8,"menu depannage "
"27/06/2017",1,"Melon"
"27/06/2017",2,"Boulettes de boeuf* en tajine"
"27/06/2017",3,"Céréales gourmandes bio"
"27/06/2017",6,"Flan au chocolat"
"28/06/2017",1,"Radis bio"
"28/06/2017",2,"Poisson sauce normande"
"28/06/2017",3,"Riz basmati"
"28/06/2017",6,"Yaourt aromatisé"
"29/06/2017",1,"Salade (p d t bio+tomates+mais)"
"29/06/2017",2,"Rôti de dinde"
"29/06/2017",3,"Epinards à la crème"
"29/06/2017",5,"Fromage fondu au chèvre"
"29/06/2017",6,"Fruit de saison"
"30/06/2017",1,"Oeufs durs 1/2 par pers"
"30/06/2017",1,"Concombres"
"30/06/2017",2,"Filet de lieu au beurre blanc"
"30/06/2017",3,"Poêlée de légumes"
"30/06/2017",5,"Saint-Paulin "
"30/06/2017",6,"Tarte au citron"
"03/07/2017",1,"Coupelle de rillettes de thon"
"03/07/2017",2,"Rôti de porc"
"03/07/2017",3,"Salade carnaval (tomates, maïs, concombres)"
"03/07/2017",5,"Gouda"
"03/07/2017",6,"Madeleine"
"03/07/2017",6,"Compote de pommes / biscuit"
"03/07/2017",8,"Ketchup"
"04/07/2017",1,"Salade de riz (riz, maïs, carottes, poivrons)"
"04/07/2017",2,"Filet de poulet"
"04/07/2017",3,"Galettes de légumes"
"04/07/2017",5,"Fromage Le Mouillotin"
"04/07/2017",6,"Cerises"
"05/07/2017",1,"Salade verte au surimi"
"05/07/2017",2,"Galette de soja tomate/basilic et sauce tomate"
"05/07/2017",2,"sauce tomate "
"05/07/2017",3,"Haricots verts/haricots beurre"
"05/07/2017",5,"Tomme blanche"
"05/07/2017",6,"Gateau cheesecake°"
"06/07/2017",1,"Salade de tomates"
"06/07/2017",2,"Sauté de boeuf* au gingembre"
"06/07/2017",3,"Pâtes semi-complètes bio"
"06/07/2017",6,"Fromage blanc et fraises"
"07/07/2017",1,"Melon"
"07/07/2017",2,"Sandwich au thon"
"07/07/2017",3,"Chips "
"07/07/2017",5,"Fromage Chanteneige"
"07/07/2017",6,"Crème dessert lait et chocolat"
"10/07/2017",1,"Radis bio"
"10/07/2017",2,"Saute de dinde au curry "
"10/07/2017",3,"Brocolis"
"10/07/2017",6,"Semoule au lait au chocolat"
"11/07/2017",1,"Tarte au fromage "
"11/07/2017",2,"Rôti de boeuf*"
"11/07/2017",3,"Petits pois"
"11/07/2017",5,"Chèvre"
"11/07/2017",6,"Abricots "
"12/07/2017",1,"Concombres"
"12/07/2017",2,"Poisson"
"12/07/2017",3,"Riz"
"12/07/2017",5,"Mimolette"
"12/07/2017",6,"Cerises"
"13/07/2017",1,"Pastèque"
"13/07/2017",2,"Saucisses de porc bio"
"13/07/2017",3,"Lentilles bio"
"13/07/2017",6,"dessert végétal à la fraise"
"17/07/2017",1,"Melon"
"17/07/2017",2,"Pâtes à la bolognaise° et gruyère râpé"
"17/07/2017",6,"Crème dessert chocolat bio°"
"18/07/2017",1,"Salade de tomates"
"18/07/2017",2,"Saute de veau* à la dijonnaise"
"18/07/2017",3,"Salsifis"
"18/07/2017",5,"Crème de gruyère"
"18/07/2017",6,"Tarte normande aux pommes"
"19/07/2017",1,"Dés de betteraves au chèvre"
"19/07/2017",2,"Rôti de porc"
"19/07/2017",3,"Mogettes"
"19/07/2017",6,"Nectarine"
"20/07/2017",1,"carottes râpées"
"20/07/2017",2,"Poulet fermier"
"20/07/2017",3,"Frites"
"20/07/2017",6,"Yaourt aromatisé"
"21/07/2017",1,"Pizza au fromage"
"21/07/2017",2,"Lieu noir sauce  mouclade"
"21/07/2017",3,"Epinards à la crème"
"21/07/2017",5,"Camembert"
"21/07/2017",6,"Abricots "
"24/07/2017",1,"Roulé au fromage"
"24/07/2017",2,"Jambon fumé "
"24/07/2017",3,"Poêlée de légumes"
"24/07/2017",5,"Tomme noire"
"24/07/2017",6,"Cocktail de fruits au sirop"
"25/07/2017",1,"Concombres"
"25/07/2017",2,"Sauté de boeuf* à l'orange"
"25/07/2017",3,"Céréales gourmandes bio"
"25/07/2017",6,"Crème dessert vanille"
"26/07/2017",1,"Salade de pâtes Napoli"
"26/07/2017",2,"Filet de poulet aux épices"
"26/07/2017",3,"Gratin de choux fleurs"
"26/07/2017",5,"Fromage fondu au chèvre"
"26/07/2017",6,"Banane"
"27/07/2017",1,"Gaspacho / croûtons"
"27/07/2017",2,"Parmentier de poisson  "
"27/07/2017",3,"Salade verte"
"27/07/2017",6,"Yaourt aux fruits mixés"
"28/07/2017",1,"Radis bio"
"28/07/2017",2,"Tortilla aux pommes de terre"
"28/07/2017",3,"Courgettes bio à la tomate "
"28/07/2017",5,"Gouda"
"28/07/2017",6,"PECHE "
"31/07/2017",1,"Melon"
"31/07/2017",2,"Boulettes de boeuf* sauce barbecue"
"31/07/2017",3,"Pommes noisettes"
"31/07/2017",6,"Flan caramel"
"01/08/2017",1,"Salade verte / demi-oeuf bio"
"01/08/2017",2,"Timbale de pâtes aux lardons "
"01/08/2017",6,"Fromage blanc /Coulis de fruits rouges"
"02/08/2017",1,"Choux blancs bio° à la mimolette"
"02/08/2017",2,"Saute de veau bio sauce normande"
"02/08/2017",3,"Riz"
"02/08/2017",6,"Île flottante"
"02/08/2017",6," -"
"03/08/2017",1,"Crêpe au fromage"
"03/08/2017",2,"Rôti de dinde au jus"
"03/08/2017",3,"Haricots verts/haricots beurre"
"03/08/2017",5,"Saint-Nectaire"
"03/08/2017",6,"Fruit de saison"
"04/08/2017",1,"carottes râpées"
"04/08/2017",2,"Poisson meunière"
"04/08/2017",3,"Ratatouille ""maison"""
"04/08/2017",5,"Saint-Paulin "
"04/08/2017",6,"Gâteau cheesecake"
"07/08/2017",1,"Radis bio"
"07/08/2017",2,"Saute de Dinde sauce Vallée D'Auge"
"07/08/2017",3,"Galettes de légumes"
"07/08/2017",6,"Fondant au chocolat"
"07/08/2017",6,"Eclair au chocolat"
"07/08/2017",8,"Lait bio"
"08/08/2017",1,"Tarte au fromage "
"08/08/2017",2,"Rôti de boeuf*"
"08/08/2017",3,"Petits pois"
"08/08/2017",5,"Chèvre"
"08/08/2017",6,"Nectarine"
"09/08/2017",1,"Concombres"
"09/08/2017",2,"Poisson"
"09/08/2017",3,"Riz"
"09/08/2017",5,"Mimolette"
"09/08/2017",6,"Cocktail de fruits au sirop"
"10/08/2017",1,"Pastèque"
"10/08/2017",2,"Saucisses de porc bio"
"10/08/2017",3,"Lentilles bio"
"10/08/2017",6,"Petit suisses aromatisés"
"11/08/2017",1,"Salade verte / demi-oeuf bio"
"11/08/2017",2,"Poisson pané"
"11/08/2017",3,"Purée de pommes de terre"
"11/08/2017",6,"Crème dessert caramel"
"14/08/2017",8,"Pique-nique randonneur"
"16/08/2017",1,"Betteraves"
"16/08/2017",2,"Lasagnes* napolitaines"
"16/08/2017",6,"Fromage blanc / Abricots secs"
"17/08/2017",1,"Salade de tomates"
"17/08/2017",2,"Poulet fermier"
"17/08/2017",3,"Frites"
"17/08/2017",6,"Yaourt aromatisé"
"18/08/2017",1,"Pizza au fromage"
"18/08/2017",2,"Lieu noir sauce  mouclade"
"18/08/2017",3,"Epinards à la crème"
"18/08/2017",5,"Camembert"
"18/08/2017",6,"Prunes Reine-Claude"
"21/08/2017",1,"Roulé au fromage"
"21/08/2017",2,"Jambon fumé "
"21/08/2017",3,"Carottes bio au cumin "
"21/08/2017",5,"Tomme noire"
"21/08/2017",6,"Ananas"
"22/08/2017",1,"Concombres"
"22/08/2017",2,"Emincé de boeuf* thaï"
"22/08/2017",3,"Céréales gourmandes bio"
"22/08/2017",6,"Crème dessert vanille"
"23/08/2017",1,"Salade de pâtes Napoli"
"23/08/2017",2,"Filet de poulet aux épices"
"23/08/2017",3,"Gratin de choux fleurs"
"23/08/2017",5,"Fromage fondu au chèvre"
"23/08/2017",6,"Banane"
"24/08/2017",1,"Gaspacho / croûtons"
"24/08/2017",2,"Parmentier de poisson  "
"24/08/2017",3,"Salade verte"
"24/08/2017",6,"Yaourt aux fruits mixés"
"25/08/2017",1,"Radis bio"
"25/08/2017",2,"Tortilla aux pommes de terre"
"25/08/2017",3,"Courgettes bio à la tomate "
"25/08/2017",5,"Gouda"
"25/08/2017",6,"Nectarine"
"28/08/2017",1,"Melon"
"28/08/2017",2,"Boulettes de boeuf* sauce barbecue"
"28/08/2017",3,"Pommes noisettes"
"28/08/2017",6,"Flan caramel"
"29/08/2017",1,"Salade verte / demi-oeuf bio"
"29/08/2017",2,"Timbale de pâtes aux lardons "
"29/08/2017",6,"Fromage blanc /Coulis de fruits rouges"
"30/08/2017",1,"Choux blancs bio° à la mimolette"
"30/08/2017",2,"Sauté de veau* à la basquaise"
"30/08/2017",3,"Riz basmati"
"30/08/2017",6,"Île flottante"
"30/08/2017",6," -"
"31/08/2017",1,"Salade de maïs au thon"
"31/08/2017",2,"Escalope de dinde"
"31/08/2017",2,"Jus de volaille menu"
"31/08/2017",3,"Haricots verts/haricots beurre"
"31/08/2017",6,"Compote"
"31/08/2017",6,"Crème dessert vanille"
"01/09/2017",1,"Crêpe au fromage"
"01/09/2017",2,"Filet de lieu sauce du Perray"
"01/09/2017",3,"Carottes"
"01/09/2017",5,"Fromage Chanteneige"
"01/09/2017",6,"Fruit de saison"
"04/09/2017",1,"Salade verte au maïs"
"04/09/2017",2,"Lasagnes* napolitaines"
"04/09/2017",6,"Compote pomme et framboise"
"04/09/2017",8,"Lait bio"
"05/09/2017",1,"Melon"
"05/09/2017",2,"Petits panés de volaille*"
"05/09/2017",3,"Purée de pommes de terre"
"05/09/2017",6,"Yaourt  fermier  bio°"
"06/09/2017",1,"Concombres"
"06/09/2017",2,"Blanquette de veau*"
"06/09/2017",3,"Riz"
"06/09/2017",6,"Petits suisses aromatisés"
"07/09/2017",1,"Crêpe au fromage"
"07/09/2017",2,"Tortilla aux pommes de terre"
"07/09/2017",3,"Petits pois maraîcher"
"07/09/2017",5,"Camembert"
"07/09/2017",6,"Prunes Reine-Claude"
"08/09/2017",1,"Salade de tomates"
"08/09/2017",2,"Filet de poisson sauce safran"
"08/09/2017",3,"Gratin de choux fleurs"
"08/09/2017",5,"Edam"
"08/09/2017",6,"Tarte normande aux pommes"
"11/09/2017",1,"Tarte au fromage "
"11/09/2017",2,"Sauté de dinde aux raisins"
"11/09/2017",3,"Marmelade de pommes"
"11/09/2017",6,"Raisin"
"12/09/2017",8,"menu depannage "
"13/09/2017",1,"Bâtonnets de carottes bio° sauce crème"
"13/09/2017",2,"Saucisses de porc bio"
"13/09/2017",3,"Haricots verts/haricots beurre"
"13/09/2017",5,"Cantal"
"13/09/2017",6,"Tarte aux pommes"
"14/09/2017",1,"Pastèque"
"14/09/2017",2,"Rôti de boeuf*"
"14/09/2017",3,"Frites"
"14/09/2017",6,"Crème dessert caramel"
"15/09/2017",1,"Salade verte / demi-oeuf bio"
"15/09/2017",2,"Chili de légumes sans tofu"
"15/09/2017",6,"Yaourt au citron BBC°"
"18/09/2017",1,"Radis"
"18/09/2017",2,"Haché de poulet*"
"18/09/2017",3,"Petits pois"
"18/09/2017",5,"Gouda"
"18/09/2017",6,"Gateau cheesecake°"
"19/09/2017",1,"Salade de pâtes Napoli"
"19/09/2017",2,"Emincé de boeuf* thaï"
"19/09/2017",3,"Galettes de légumes"
"19/09/2017",5,"Fromage Chanteneige"
"19/09/2017",6,"Poire"
"20/09/2017",1,"Salade de tomates"
"20/09/2017",2,"Dos de lieu sauce verdurette"
"20/09/2017",3,"Riz"
"20/09/2017",5,"Camembert"
"20/09/2017",6,"Raisin"
"21/09/2017",8,"menu depannage "
"22/09/2017",1,"Melon"
"22/09/2017",2,"Parmentier de poisson  "
"22/09/2017",3,"Salade verte"
"22/09/2017",6,"Petit suisses aromatisés"
"25/09/2017",1,"Dés de betteraves au chèvre"
"25/09/2017",2,"Poulet fermier d'Ancenis"
"25/09/2017",3,"Lentilles bio"
"25/09/2017",6,"Raisin"
"26/09/2017",1,"Rillettes de thon et citron"
"26/09/2017",2,"Hachis Parmentier*"
"26/09/2017",3,"Salade verte"
"26/09/2017",6,"Île flottante"
"26/09/2017",6," -"
"27/09/2017",1,"Sardines à l'huile"
"27/09/2017",2,"Timbale de pâtes aux lardons "
"27/09/2017",6,"Fromage blanc / Abricots secs"
"28/09/2017",1,"Concombres"
"28/09/2017",2,"Sauté de veau* "
"28/09/2017",3,"Gratinée de légumes (pdt, carottes, brocolis)"
"28/09/2017",5,"Saint-Paulin "
"28/09/2017",6,"Tropézienne"
"29/09/2017",1,"Gaspacho / croûtons"
"29/09/2017",2,"Poisson pané"
"29/09/2017",3,"Epinards à la crème"
"29/09/2017",5,"Fromage Belle de Nantes°"
"29/09/2017",6,"Banane"
"02/10/2017",1,"Pizza au fromage"
"02/10/2017",2,"Jambon fumé "
"02/10/2017",3,"Haricots verts/haricots beurre"
"02/10/2017",5,"Mimolette"
"02/10/2017",6,"Pomme bio°"
"03/10/2017",1,"Demi-pamplemousse"
"03/10/2017",2,"Poisson au curry"
"03/10/2017",3,"Céréales gourmandes bio"
"03/10/2017",6,"Flan caramel"
"04/10/2017",1,"Salade de lentilles bio (lentilles bio, tomates, concombres)"
"04/10/2017",2,"Filet de poulet sauce normande"
"04/10/2017",3,"Purée de légumes verts"
"04/10/2017",5,"Fromage Chanteneige"
"04/10/2017",6,"Poire"
"05/10/2017",1,"Salade verte aux dés de gruyère"
"05/10/2017",2,"Rôti de boeuf*"
"05/10/2017",3,"Frites"
"05/10/2017",6,"Yaourt aux fruits mixés"
"06/10/2017",1,"Carottes râpées bio"
"06/10/2017",2,"Omelette bio"
"06/10/2017",3,"Courgettes à la tomate"
"06/10/2017",5,"Fromage fondu au chèvre"
"06/10/2017",6,"Eclair au chocolat"
"09/10/2017",1,"Salade de mâche au thon"
"09/10/2017",2,"Pâtes à la bolognaise° et gruyère râpé"
"09/10/2017",6,"Yaourt fermier bio°"
"10/10/2017",8,"menu depannage "
"11/10/2017",1,"Choux blancs bio° à la mimolette"
"11/10/2017",2,"Sauté de veau en tagine"
"11/10/2017",3,"Semoule bio aux raisons et amandes"
"11/10/2017",6,"Pomme bio°"
"12/10/2017",1,"Crêpe au fromage"
"12/10/2017",2,"Rôti de porc"
"12/10/2017",3,"Carottes bio et marrons"
"12/10/2017",5,"Fromage Belle de Nantes°"
"12/10/2017",6,"Poire"
"13/10/2017",1,"Betteraves bio cubes (repartis)"
"13/10/2017",1,"Vinaigrette aux quatre huiles bio"
"13/10/2017",2,"Filet de lieu au beurre blanc"
"13/10/2017",3,"Poêlée de légumes"
"13/10/2017",6,"Fondant au chocolat"
"13/10/2017",8,"Lait bio"
"16/10/2017",1,"Roulé au fromage"
"16/10/2017",2,"Escalope de dinde"
"16/10/2017",3,"Petits pois"
"16/10/2017",5,"Camembert"
"16/10/2017",6,"Pomme bio°"
"17/10/2017",1,"Salade de blé bio ( blé bio, mais, tomates )"
"17/10/2017",2,"Raviolis de légumes "
"17/10/2017",6,"Banane"
"18/10/2017",1,"Salade verte au surimi"
"18/10/2017",2,"ESCALOPE DE DINDE"
"18/10/2017",3,"Marmelade de pommes"
"18/10/2017",6,"Beignet au chocolat"
"18/10/2017",8,"Lait bio"
"19/10/2017",8,"menu depannage "
"20/10/2017",1,"Choux rouges bio° à la mimolette"
