"","date","menu"
"5489",2016-01-25,"Ananas chantilly"
"5490",2016-01-26,"Grève"
"5491",2016-01-26,"Menu de dépannage"
"5492",2016-01-26,"Salade sombrero"
"5493",2016-01-26,"Raviolis"
"5494",2016-01-26,"Compote"
"5495",2016-01-27,"Pamplemousse"
"5496",2016-01-27,"Saucisses de Toulouse bio"
"5497",2016-01-27,"poelée de légumes"
"5498",2016-01-27,"Crème dessert caramel"
"5499",2016-01-28,"Carottes râpées bio"
"5500",2016-01-28,"Sauté de bœuf BBC"
"5501",2016-01-28,"Choux fleurs au gratin ( agro)"
"5502",2016-01-28,"Chaussée aux moines"
"5503",2016-01-28,"Eclair chocolat"
"5504",2016-01-29,"Crêpe au fromage"
"5505",2016-01-29,"Poisson pané"
"5506",2016-01-29,"ratatouille agro"
"5507",2016-01-29,"Edam"
"5508",2016-01-29,"Clémentines"
"5509",2016-02-01,"Tarte au fromage"
"5510",2016-02-01,"Pilon de poulet confit"
"5511",2016-02-01,"Petits pois"
"5512",2016-02-01,"Orange"
"5513",2016-02-02,"Choux rouges bio"
"5514",2016-02-02,"Poisson aux petits légumes"
"5515",2016-02-02,"Riz"
"5516",2016-02-02,"Crêpe /confiture muroise bio"
"5517",2016-02-02,"Lait bio"
"5518",2016-02-03,"Salade de pâtes agro"
"5519",2016-02-03,"Sauté de dinde de la Bregeonnerie"
"5520",2016-02-03,"sauce Chasseur"
"5521",2016-02-03,"Carottes bio ( Aria 85)"
"5522",2016-02-03,"St Paulin"
"5523",2016-02-03,"Pomme bio"
"5524",2016-02-04,"Concombres vgte"
"5525",2016-02-04,"Lasagnes"
"5526",2016-02-04,"Salade verte"
"5527",2016-02-04,"Fromage blanc/abricots secs"
"5528",2016-02-05,"Potage potiron"
"5529",2016-02-05,"Tortilla"
"5530",2016-02-05,"Courgettes à la tomate"
"5531",2016-02-05,"Camembert"
"5532",2016-02-05,"Banane"
"5533",2016-02-08,"Mache au surimi"
"5534",2016-02-08,"Pâtes à la bolognaise
 Terre à l'assiette"
"5535",2016-02-08,"Ile flottante"
"5536",2016-02-09,"Choux blancs bio à la mimolette"
"5537",2016-02-09,"Rôti de porc"
"5538",2016-02-09,"Frites"
"5539",2016-02-09,"Kiwi bio"
"5540",2016-02-10,"Pamplemousse"
"5541",2016-02-10,"Sauté de veau"
"5542",2016-02-10,"Riz"
"5543",2016-02-10,"Liégeois chocolat"
"5544",2016-02-11,"Pizza"
"5545",2016-02-11,"Poulet fermier terre à l'assiette"
"5546",2016-02-11,"Salsifis"
"5547",2016-02-11,"Banane"
"5548",2016-02-12,"Carottes râpées bio"
"5549",2016-02-12,"Poisson meunière"
"5550",2016-02-12,"Epinards"
"5551",2016-02-12,"Fromage vache/brebis"
"5552",2016-02-12,"Tarte aux pommes"
"5553",2016-02-15,"Salade de lentilles (lentilles, maïs,cornichons)"
"5554",2016-02-15,"Sauté de dinde"
"5555",2016-02-15,"Haricots verts"
"5556",2016-02-15,"Chanteneige"
"5557",2016-02-15,"Orange"
"5558",2016-02-16,"Crêpe au fromage"
"5559",2016-02-16,"Poisson beurre blanc"
"5560",2016-02-16,"Brocolis"
"5561",2016-02-16,"Chèvre"
"5562",2016-02-16,"Ananas"
"5563",2016-02-17,"Céleri et carottes bio rémoulade"
"5564",2016-02-17,"Saucisse Toulouse Bio"
"5565",2016-02-17,"marmelade de pommes"
"5566",2016-02-17,"Tomme noire"
"5567",2016-02-17,"Gâteau au yaourt"
"5568",2016-02-18,"Chou rouge bio"
"5569",2016-02-18,"Sauté de bœuf terre à l'assiette"
"5570",2016-02-18,"Pomme vapeur bio Aria"
"5571",2016-02-18,"Suisses aro"
"5572",2016-02-19,"Rillettes de thon"
"5573",2016-02-19,"Tortis bio"
"5574",2016-02-19,"sauce aux légumes curry lait coco"
"5575",2016-02-19,"yaourt nature sucré  individuel / abricots secs"
"5576",2016-02-22,"Potage aux légumes"
"5577",2016-02-22,"Lasagnes"
"5578",2016-02-22,"Salade de mâche"
"5579",2016-02-22,"Flan caramel"
"5580",2016-02-23,"Choux blancs bio à la mimolette"
"5581",2016-02-23,"jambon fumée"
"5582",2016-02-23,"jambon de dinde"
"5583",2016-02-23,"sauce poivre"
"5584",2016-02-23,"Galettes brocolis / carottes"
"5585",2016-02-23,"Beignet chocolat"
"5586",2016-02-24,"Concombres"
"5587",2016-02-24,"Rôti de bœuf Terre à l'assiette"
"5588",2016-02-24,"Po noisettes"
"5589",2016-02-24,"Crème dessert vanille"
"5590",2016-02-25,"Nouvel an chinois"
"5591",2016-02-25,"Nem"
"5592",2016-02-25,"Canard sauce aigre douce"
"5593",2016-02-25,"Riz basmati"
"5594",2016-02-25,"Salade de fruits exotiques et Lychee au sirop"
"5595",2016-02-26,"Taboulé"
"5596",2016-02-26,"Nuggets de poisson"
"5597",2016-02-26,"Epinards"
"5598",2016-02-26,"Fromage Belle de Nantes bio"
"5599",2016-02-26,"Pomme bio"
"5600",2016-02-29,"Salade de lentilles bio (lentilles bio, maïs, gruyère)"
"5601",2016-02-29,"Saucisse de Toulouse bio"
"5602",2016-02-29,"Marmelade de pommes"
"5603",2016-02-29,"Orange"
"5604",2016-03-01,"Carottes râpées bio"
"5605",2016-03-01,"Poisson en sauce marmite du Perray"
"5606",2016-03-01,"Pommes de terre sautés (potatoes roty)"
"5607",2016-03-01,"Liégeois chocolat"
"5608",2016-03-02,"Betteraves"
"5609",2016-03-02,"Escalope de dinde cuite"
"5610",2016-03-02,"Petits pois"
"5611",2016-03-02,"Gouda"
"5612",2016-03-02,"Banane"
"5613",2016-03-03,"Salade verte aux noix"
"5614",2016-03-03,"Sauté de veau bio
 des Pays de Loire"
"5615",2016-03-03,"Pâtes bio"
"5616",2016-03-03,"Yaourt bio"
"5617",2016-03-04,"Roulé au fromage"
"5618",2016-03-04,"Omelette"
"5619",2016-03-04,"Confit Ratatouille/riz"
"5620",2016-03-04,"Camembert"
"5621",2016-03-04,"Kiwi bio"
"5622",2016-03-07,"Endives au surimi et pommes"
"5623",2016-03-07,"chili de bœuf Socopa BBC"
"5624",2016-03-07,"riz basmati"
"5625",2016-03-07,"Crème caramel"
"5626",2016-03-08,"Choux rouges bio au chèvre"
"5627",2016-03-08,"Rôti de porc"
"5628",2016-03-08,"ketchup"
"5629",2016-03-08,"Pommes noisettes"
"5630",2016-03-08,"Yaourt mixé aux fruits"
"5631",2016-03-09,"Rillettes de thon"
"5632",2016-03-09,"Tortilla"
"5633",2016-03-09,"Brocolis à la crème"
"5634",2016-03-09,"Crème anglaise/biscuit"
"5635",2016-03-10,"Salade maïs / betteraves"
"5636",2016-03-10,"Paupiette de dinde"
"5637",2016-03-10,"Poêlée rustique OFD"
"5638",2016-03-10,"Tomme noire"
"5639",2016-03-10,"Banane"
"5640",2016-03-11,"Concombres"
"5641",2016-03-11,"Poisson meunière"
"5642",2016-03-11,"Flan de poireaux / carottes bio"
"5643",2016-03-11,"Cantal"
"5644",2016-03-11,"Tarte grillée aux pommes"
"5645",2016-03-14,"Pizza"
"5646",2016-03-14,"Pilons de poulet confit"
"5647",2016-03-14,"Haricots verts/beurre"
"5648",2016-03-14,"Edam"
"5649",2016-03-14,"Ananas"
"5650",2016-03-15,"Salade de riz californien"
"5651",2016-03-15,"Cassolette de poisson"
"5652",2016-03-15,"Gratinée de légumes"
"5653",2016-03-15,"Crème de gruyère"
"5654",2016-03-15,"Pomme bio"
"5655",2016-03-16,"Carottes râpées bio"
"5656",2016-03-16,"couscous merguez"
"5657",2016-03-16,"semoule couscous"
"5658",2016-03-16,"St Nectaire"
"5659",2016-03-16,"Eclair chocolat"
"5660",2016-03-17,"Chou rave bio"
"5661",2016-03-17,"Sauté de bœuf"
"5662",2016-03-17,"Pomme noisettes"
"5663",2016-03-17,"Fromage blanc / abricot sec"
"5664",2016-03-18,"Mâche / demi-oeuf"
"5665",2016-03-18,"Galette de soja tomate/basilic"
"5666",2016-03-18,"sauce tomate"
"5667",2016-03-18,"Pâtes bio"
"5668",2016-03-18,"Sojasun citron"
"5669",2016-03-21,"Endives à la mimolette"
"5670",2016-03-21,"filet de poulet"
"5671",2016-03-21,"Ratatouille agro"
"5672",2016-03-21,"Fondant au chocolat"
"5673",2016-03-21,"Lait bio"
"5674",2016-03-22,"Salade Sombrero 5/1"
"5675",2016-03-22,"sauté de veau"
"5676",2016-03-22,"Purée de légumes verts"
"5677",2016-03-22,"Gruyère"
"5678",2016-03-22,"Salade de fruits frais"
"5679",2016-03-23,"Macédoine mayonnaise"
"5680",2016-03-23,"Parmentier de poisson"
"5681",2016-03-23,"Salade verte"
"5682",2016-03-23,"Yaourt aro"
"5683",2016-03-24,"Carottes râpées bio"
"5684",2016-03-24,"Jambon fumé"
"5685",2016-03-24,"Mogettes"
"5686",2016-03-24,"Ile flottante"
"5687",2016-03-25,"Betteraves"
"5688",2016-03-25,"Poisson beurre blanc"
"5689",2016-03-25,"pommes parisienne ( skin on) (Mac Cain frais)"
"5690",2016-03-25,"fromage Belle de Nantes"
"5691",2016-03-25,"Kiwi bio"
"5692",2016-03-29,"PPMS"
"5693",2016-03-29,"Sandwich thon"
"5694",2016-03-29,"Chips"
"5695",2016-03-29,"Creme chocolat bio"
"5696",2016-03-29,"Compote indiv"
"5697",2016-03-30,"Salade de pâtes agro"
"5698",2016-03-30,"pané Sarrazin Sirf "
"5699",2016-03-30,"Haricots verts"
"5700",2016-03-30,"Chanteneige"
"5701",2016-03-30,"Orange"
"5702",2016-03-31,"Menus grèves"
"5703",2016-03-31,"Rillettes de thon indiv"
"5704",2016-03-31,"Raviolis 5/1"
"5705",2016-03-31,"Compote 5/1"
"5706",2016-03-31,"Creme dessert"
"5707",2016-04-01,"Tarte au fromage"
"5708",2016-04-01,"Poisson meunière"
"5709",2016-04-01,"Courgettes à la tomate"
"5710",2016-04-01,"Pomme bio"
"5711",2016-04-04,"Radis / beurre"
"5712",2016-04-04,"Chili con carne (Terre à l'assiette)"
"5713",2016-04-04,"Riz"
"5714",2016-04-04,"Maxi gervais fraise"
"5715",2016-04-05,"Salade/surimi"
"5716",2016-04-05,"Coquillettes + Emmental"
"5717",2016-04-05,"Jambon fumé"
"5718",2016-04-05,"Ile flottante"
"5719",2016-04-06,"Carnaval"
"5720",2016-04-06,"Salade carnaval"
"5721",2016-04-06,"mais, tomates concombre"
"5722",2016-04-06,"Sauté de veau aux agrumes"
"5723",2016-04-06,"Smile"
"5724",2016-04-06,"Liégeois chocolat"
"5725",2016-04-07,"taboul é"
"5726",2016-04-07,"Pavé de dinde La Bregeonnerie"
"5727",2016-04-07,"Haricots verts"
"5728",2016-04-07,"Tomme noire"
"5729",2016-04-07,"Banane"
"5730",2016-04-08,"Carottes râpées bio"
"5731",2016-04-08,"Poisson au beurre blanc"
"5732",2016-04-08,"Epinards"
"5733",2016-04-08,"Camembert"
"5734",2016-04-08,"Tarte normande aux pommes"
"5735",2016-04-11,"Pizza"
"5736",2016-04-11,"Poulet terre à l'assiette"
"5737",2016-04-11,"Petits pois"
"5738",2016-04-11,"Ananas"
"5739",2016-04-12,"Salade de lentilles (Lentilles bio, maïs, tomates)"
"5740",2016-04-12,"Poisson meunière frais 90g Cité Marine"
"5741",2016-04-12,"Carottes au cumin"
"5742",2016-04-12,"Délice au chèvre gratuit"
"5743",2016-04-12,"Kiwi"
"5744",2016-04-13,"Concombres"
"5745",2016-04-13,"Sauté de porc BBC"
"5746",2016-04-13,"Brocolis"
"5747",2016-04-13,"Riz au lait bio"
"5748",2016-04-14,"Betteraves"
"5749",2016-04-14,"Rôti de bœuf Terre à l'assiette"
"5750",2016-04-14,"Frites"
"5751",2016-04-14,"Fromage blanc /fraises"
"5752",2016-04-15,"Salade verte/ demi-oeuf"
"5753",2016-04-15,"Poêlée méditerranéenne "
"5754",2016-04-15,"Poéléé tipiak "
"5755",2016-04-15,"Sojasun citron"
"5756",2016-04-18,"PA jeudi avec volaille"
"5757",2016-04-18,"Radis / beurre"
"5758",2016-04-18,"Paëlla"
"5759",2016-04-18,"Yaourt fermier  bio"
"5760",2016-04-19,"Gaspacho"
"5761",2016-04-19,"Rôti de bœuf au jus"
"5762",2016-04-19,"Gratinée de légumes"
"5763",2016-04-19,"Chaussée aux Moines"
"5764",2016-04-19,"Banane"
"5765",2016-04-20,"Choux rouges bio"
"5766",2016-04-20,"Bœuf braisé Terre à l'assiette"
"5767",2016-04-20,"Tagliatelles"
"5768",2016-04-20,"Crème vanille"
"5769",2016-04-21,"PA lundi avec porc"
"5770",2016-04-21,"Carottes râpées bio"
"5771",2016-04-21,"Sauté de porc BBC"
"5772",2016-04-21,"SAUCE Dijonnaise"
"5773",2016-04-21,"Purée de légumes verts"
"5774",2016-04-21,"Beignet pomme"
"5775",2016-04-21,"Lait bio"
"5776",2016-04-22,"Salade carnaval"
"5777",2016-04-22,"Poisson en sauce Nicoise"
"5778",2016-04-22,"Po rissolées"
"5779",2016-04-22,"Belle de Nantes"
"5780",2016-04-22,"Compote Pomme-Abricot Bio C&Alice"
"5781",2016-04-25,"Salade verte au thon"
"5782",2016-04-25,"Pâtes à la Bolognaise avec égrené BBC"
"5783",2016-04-25,"et gruyère râpé"
"5784",2016-04-25,"Yaourt aux fruits mixés"
"5785",2016-04-26,"Choux blancs bio mimolette"
"5786",2016-04-26,"Rôti de dinde"
"5787",2016-04-26,"ketchup"
"5788",2016-04-26,"Frites"
"5789",2016-04-26,"Compote bio Manger bio"
"5790",2016-04-27,"Tomates/Demi-oeuf"
"5791",2016-04-27,"Saucisse de Toulouse bio"
"5792",2016-04-27,"mogettes de vendée surgelée"
"5793",2016-04-27,"Camembert"
"5794",2016-04-27,"Cocktail de fruits"
"5795",2016-04-28,"Grèves"
"5796",2016-04-28,"Tartithon"
"5797",2016-04-28,"Raviolis"
"5798",2016-04-28,"Compote"
"5799",2016-04-28,"Créme"
"5800",2016-04-29,"Pizza"
"5801",2016-04-29,"Poisson meunière"
"5802",2016-04-29,"Brocolis à la crème"
"5803",2016-04-29,"Edam"
"5804",2016-04-29,"Kiwi bio"
"5805",2016-05-02,"Tarte au fromage"
"5806",2016-05-02,"Jambon fumé"
"5807",2016-05-02,"Poêlée de légumes Collet"
"5808",2016-05-02,"Tomme noire"
"5809",2016-05-02,"Salade de fruits frais"
"5810",2016-05-03,"Macédoine mayonnaise"
"5811",2016-05-03,"livraison le 29/04"
"5812",2016-05-03,"Parmentier de poisson"
"5813",2016-05-03,"Salade verte"
"5814",2016-05-03,"Yaourt aromatisé"
"5815",2016-05-04,"Salade de pâtes maison"
"5816",2016-05-04,"Emincé de dinde Chinoise"
"5817",2016-05-04,"Salsifis"
"5818",2016-05-04,"Morbier"
"5819",2016-05-04,"Banane"
"5820",2016-05-05,"cuisine fermée"
"5821",2016-05-06,"SANS CLASSE"
"5822",2016-05-06,"cuisine fermée"
"5823",2016-05-09,"Rillettes de thon/citron"
"5824",2016-05-09,"Lasagnes"
"5825",2016-05-09,"Yaourt bio"
"5826",2016-05-09,"Abricots secs"
"5827",2016-05-10,"Melon"
"5828",2016-05-10,"Rôti de porc"
"5829",2016-05-10,"ketchup"
"5830",2016-05-10,"Pommes noisettes"
"5831",2016-05-10,"Ile flottante"
"5832",2016-05-11,"Betteraves/gruyère"
"5833",2016-05-11,"Sauté de veau à la basquaise"
"5834",2016-05-11,"Céréales gourmandes bio Tipiak"
"5835",2016-05-11,"Kiwi bio"
"5836",2016-05-12,"GREVE"
"5837",2016-05-12,"Tartihon"
"5838",2016-05-12,"Raviolis 5/1"
"5839",2016-05-12,"Compote 5/1"
"5840",2016-05-12,"Creme vanille"
"5841",2016-05-13,"Concombres vgte"
"5842",2016-05-13,"Poisson au beurre blanc"
"5843",2016-05-13,"Carottes bio"
"5844",2016-05-13,"Eclair chocolat"
"5845",2016-05-13,"Lait bio"
"5846",2016-05-17,"Pizza"
"5847",2016-05-17,"Escalope de volaille"
"5848",2016-05-17,"Courgettes à la béchamel"
"5849",2016-05-17,"crème dessert"
"5850",2016-05-18,"Melon"
"5851",2016-05-18,"Saucisses Knacks bio"
"5852",2016-05-18,"Marmelade de pommes"
"5853",2016-05-18,"Fromage blanc / madeleine"
"5854",2016-05-19,"menu grève"
"5855",2016-05-20,"Céleri bio rémoulade"
"5856",2016-05-20,"poisson pané"
"5857",2016-05-20,"sauce tomate"
"5858",2016-05-20,"Riz basmati"
"5859",2016-05-20,"Yaourt aux fruits mixés"
"5860",2016-05-23,"Melon"
"5861",2016-05-23,"Pilon de poulet"
"5862",2016-05-23,"Ratatouille fraîche Collet"
"5863",2016-05-23,"ST Nectaire"
"5864",2016-05-23,"Tarte normande aux pommes"
"5865",2016-05-24,"Roulé au fromage"
"5866",2016-05-24,"Sauté de veau marengo"
"5867",2016-05-24,"Poêlée rustique"
"5868",2016-05-24,"Camembert"
"5869",2016-05-24,"kiwi"
"5870",2016-05-25,"Salade au chèvre"
"5871",2016-05-25,"pizza (plat 0,140 kg/ pers"
"5872",2016-05-25,"Salade de fruits frais"
"5873",2016-05-26,"Tomates /surimi"
"5874",2016-05-26,"Timbale de pâtes aux lardons"
"5875",2016-05-26,"et gruyère râpé"
"5876",2016-05-26,"Flan caramel"
"5877",2016-05-27,"Betteraves"
"5878",2016-05-27,"Poisson sauce normande"
"5879",2016-05-27,"Pommes vapeur Bio"
"5880",2016-05-27,"Fromage Belle de Nantes"
"5881",2016-05-27,"Fraises au sucre"
"5882",2016-05-30,"Oeufs durs mayo"
"5883",2016-05-30,"Hachis Parmentier"
"5884",2016-05-30,"Salade verte"
"5885",2016-05-30,"Yaourt aromatisé"
"5886",2016-05-31,"Choux rouges"
"5887",2016-05-31,"Tagine de dinde"
"5888",2016-05-31,"Semoule"
"5889",2016-05-31,"Crème chocolat bio"
"5890",2016-06-01,"Gaspacho"
"5891",2016-06-01,"timbale de pâtes"
"5892",2016-06-01,"Tomme noire"
"5893",2016-06-01,"Ananas"
"5894",2016-06-02,"Radis/beurre"
"5895",2016-06-02,"Rôti de bœuf/ketchup"
"5896",2016-06-02,"Petits pois maraîchers"
"5897",2016-06-02,"Gouda"
"5898",2016-06-02,"Tarte au citron"
"5899",2016-06-03,"Salade Western"
"5900",2016-06-03,"Poisson meunière FRAIS Cité marine"
"5901",2016-06-03,"Epinards"
"5902",2016-06-03,"Chanteneige"
"5903",2016-06-03,"Fruit de saison"
"5904",2016-06-06,"tarte au fromage"
"5905",2016-06-06,"Sauté de porc BBC aux pruneaux"
"5906",2016-06-06,"Marmelade de pommes"
"5907",2016-06-06,"Banane"
"5908",2016-06-07,"Rillettes de thon/citron salade"
"5909",2016-06-07,"Tortilla"
"5910",2016-06-07,"Ratatouille agro"
"5911",2016-06-07,"Tomme blanche"
"5912",2016-06-07,"Fruit de saison"
"5913",2016-06-08,"Taboulé Tipiak aux légumes frais"
"5914",2016-06-08,"Haché de poulet"
"5915",2016-06-08,"Gratin de choux fleurs"
"5916",2016-06-08,"Cantal"
"5917",2016-06-08,"Fruit de saison"
"5918",2016-06-09,"Chou blanc  mimolette"
"5919",2016-06-09,"Sauté de bœuf bourguignon"
"5920",2016-06-09,"Tagliatelles"
"5921",2016-06-09,"Flan chocolat"
"5922",2016-06-10,"Pastèque"
"5923",2016-06-10,"Poisson au beurre blanc"
"5924",2016-06-10,"Po rissolées"
"5925",2016-06-10,"Crème vanille"
"5926",2016-06-13,"Melon"
"5927",2016-06-13,"Poulet d'Ancenis"
"5928",2016-06-13,"Pommes campagnardes (quartiers avec peau en frais)"
"5929",2016-06-13,"Dessert végétal abricot goyave"
"5930",2016-06-14,"salade verte/dés de chèvre"
"5931",2016-06-14,"Galettes Sojasun"
"5932",2016-06-14,"Sauce tomate"
"5933",2016-06-14,"Pâtes bio"
"5934",2016-06-14,"Yaourt bio / coulis  fraises"
"5935",2016-06-15,"Radis / beurre"
"5936",2016-06-15,"Sauté de boeuff sauce monégasque"
"5937",2016-06-15,"Riz basmati"
"5938",2016-06-15,"Ile flottante"
"5939",2016-06-16,"Concombres sauce crème"
"5940",2016-06-16,"Rôti de bœuf BBC"
"5941",2016-06-16,"ketchup"
"5942",2016-06-16,"Purée de légumes verts"
"5943",2016-06-16,"Fromage Belle de Nantes bio"
"5944",2016-06-16,"Cerises"
"5945",2016-06-17,"Carottes râpées bio"
"5946",2016-06-17,"Poisson + sauce thym et citron"
"5947",2016-06-17,"Flan de courgettes bio"
"5948",2016-06-17,"Le p'tit Cabrey"
"5949",2016-06-17,"tarte abricots"
"5950",2016-06-20,"Pizza"
"5951",2016-06-20,"Escalope de dinde cuite"
"5952",2016-06-20,"Haricots verts/ haricots beurre"
"5953",2016-06-20,"Fruit de saison"
"5954",2016-06-21,"Gaspacho"
"5955",2016-06-21,"Petits pané de poisson"
"5956",2016-06-21,"Gratin de choux fleurs"
"5957",2016-06-21,"Camembert"
"5958",2016-06-21,"Banane"
"5959",2016-06-22,"Duo carottes et céléri râpées bio"
"5960",2016-06-22,"Rôti de dinde"
"5961",2016-06-22,"Ratatouille"
"5962",2016-06-22,"Fromage fondu"
"5963",2016-06-22,"Pancake et confiture"
"5964",2016-06-23,"Pastèque"
"5965",2016-06-23,"Lasagnes"
"5966",2016-06-23,"Salade"
"5967",2016-06-23,"Flan caramel Ovoteam"
"5968",2016-06-24,"Choux rouges / demi-oeuf"
"5969",2016-06-24,"Chili de légumes"
"5970",2016-06-24,"Riz basmati"
"5971",2016-06-24,"Petits suisses aro"
"5972",2016-06-27,"Radis / beurre"
"5973",2016-06-27,"Filet de poulet au jus"
"5974",2016-06-27,"Gratinée de légumes"
"5975",2016-06-27,"Tomme noire"
"5976",2016-06-27,"Compote stock"
"5977",2016-06-28,"repas grèves"
"5978",2016-06-28,"Tartithon"
"5979",2016-06-28,"Raviolis"
"5980",2016-06-28,"Compote"
"5981",2016-06-28,"Crème dessert"
"5982",2016-06-29,"Concombres"
"5983",2016-06-29,"Tagliatelles au saumon"
"5984",2016-06-29,"Chèvre"
"5985",2016-06-29,"Cerises"
"5986",2016-06-30,"Crêpe au fromage"
"5987",2016-06-30,"Rôti de bœuf"
"5988",2016-06-30,"Courgettes à la tomate"
"5989",2016-06-30,"Mimolette"
"5990",2016-06-30,"Nectarine"
"5991",2016-07-01,"Betteraves"
"5992",2016-07-01,"Poisson  sauce Verdurette"
"5993",2016-07-01,"Pommes sautées surgelées"
"5994",2016-07-01,"Fromage blanc / fraises"
"5995",2016-07-04,"Pastèque"
"5996",2016-07-04,"Rôti de dinde froid/mayonnaise dosette"
"5997",2016-07-04,"Chips"
"5998",2016-07-04,"St Paulin"
"5999",2016-07-04,"Abricots"
"6000",2016-07-05,"repas de dépannage"
"6001",2016-07-06,"Salade de tomates"
"6002",2016-07-06,"Pilon de poulet confit"
"6003",2016-07-06,"Mogette de Vendée surgelée"
"6004",2016-07-06,"Yaourt aromatisé"
"6005",2016-07-07,"Melon"
"6006",2016-07-07,"Sauté de bœuf"
"6007",2016-07-07,"sauce aux poivres"
"6008",2016-07-07,"Haricot verts/haricots beurre"
"6009",2016-07-07,"Edam Mimolette"
"6010",2016-07-07,"Tarte au citron"
"6011",2016-07-08,"Salade sombrero"
"6012",2016-07-08,"Poisson meunière"
"6013",2016-07-08,"Epinards"
"6014",2016-07-08,"Chanteneige"
"6015",2016-07-08,"Cerises"
"6016",2016-07-08,"Nombres plats bio et ou locaux / plats conventionnels 1/23 du 1 au 8/07"
"6017",2016-07-11,"Pastèque"
"6018",2016-07-11,"Boulettes de bœuf"
"6019",2016-07-11,"Pâtes"
"6020",2016-07-11,"Crème vanille"
"6021",2016-07-12,"Radis/beurre"
